fecha,hora,localizacion,numero,tipo_accidente,tipo_vehiculo,tipo_persona,rango_edad,sexo,longitude,latitude,geohash,road_info,postcode,road,formatted,latitude_api,longitude_api,road_name_speed_api,hora_accidente,int_real,ocupacion,vmed,high_speed_point,hora_rango,flag,pred_lesividad_grave
1,20,27,25,7,2,1,3,2,-3.654014705144215,40.3915201049666,27,27,28038.0,27,27,40.3915653,-3.65401,26,24,65.20675675675676,3.2486486486486488,75.5,0,15,0,
1,20,27,25,7,2,1,1,2,-3.654014705144215,40.3915201049666,27,27,28038.0,27,27,40.3915653,-3.65401,26,24,65.20675675675676,3.2486486486486488,75.5,0,15,0,0.0
1,21,28,11,2,2,1,7,2,-3.65777647899112,40.48946659601778,28,28,28050.0,28,28,40.4898663,-3.6585155,27,25,46.175324675324674,2.670995670995671,78.0,0,15,0,
1,21,28,11,2,2,1,1,2,-3.65777647899112,40.48946659601778,28,28,28050.0,28,28,40.4898663,-3.6585155,27,25,46.175324675324674,2.670995670995671,78.0,0,15,0,0.0
1,11,29,26,4,2,1,1,2,-3.609885251237347,40.44360841180207,29,29,28022.0,29,29,40.4435531,-3.6099431,28,12,51.69764957264957,2.717948717948718,0.0,0,17,0,0.0
1,22,30,27,2,2,1,10,1,-3.646015015764012,40.42573081842595,30,2,28017.0,2,30,40.4257336,-3.6460094,14,26,110.9239417989418,4.984126984126984,78.18,0,18,0,0.0
1,22,30,27,2,2,1,3,2,-3.646015015764012,40.42573081842595,30,2,28017.0,2,30,40.4257336,-3.6460094,14,26,110.9239417989418,4.984126984126984,78.18,0,18,0,0.0
1,22,30,27,2,2,2,3,1,-3.646015015764012,40.42573081842595,30,2,28017.0,2,30,40.4257336,-3.6460094,14,26,110.9239417989418,4.984126984126984,78.18,0,18,0,0.0
1,22,30,27,2,2,2,13,2,-3.646015015764012,40.42573081842595,30,2,28017.0,2,30,40.4257336,-3.6460094,14,26,110.9239417989418,4.984126984126984,78.18,0,18,0,0.0
2,23,31,28,9,7,1,10,2,-3.694483185989044,40.3767043736656,31,30,28041.0,30,31,40.3770224,-3.6945734,29,27,100.59417808219176,6.294520547945205,67.5,0,21,0,
2,23,31,28,9,2,1,1,2,-3.694483185989044,40.3767043736656,31,30,28041.0,30,31,40.3770224,-3.6945734,29,27,100.59417808219176,6.294520547945205,67.5,0,21,0,0.0
1,24,32,21,3,2,1,5,1,-3.621857408247697,40.43882837560518,32,31,28037.0,31,32,40.43921,-3.622176,30,28,64.0625,3.902542372881356,0.0,0,19,0,0.0
1,24,32,21,3,2,2,14,2,-3.621857408247697,40.43882837560518,32,31,28037.0,31,32,40.43921,-3.622176,30,28,64.0625,3.902542372881356,0.0,0,19,0,0.0
1,24,32,21,3,2,2,2,2,-3.621857408247697,40.43882837560518,32,31,28037.0,31,32,40.43921,-3.622176,30,28,64.0625,3.902542372881356,0.0,0,19,0,0.0
1,25,33,7,10,8,1,14,2,-3.756058175878907,40.362521300153794,33,32,28054.0,32,33,40.3625225,-3.7560719,31,29,56.83384146341464,4.126153846153846,57.43,0,21,0,0.0
1,26,34,18,7,2,1,10,2,-3.71376134087648,40.42160823502155,34,3,28008.0,3,34,40.421763,-3.7137542,32,30,44.24028268551237,2.263345195729537,73.62,0,23,0,0.0
1,26,34,18,7,2,1,5,1,-3.71376134087648,40.42160823502155,34,3,28008.0,3,34,40.421763,-3.7137542,32,30,44.24028268551237,2.263345195729537,73.62,0,23,0,0.0
1,27,35,16,2,2,1,7,2,-3.647846946797895,40.38267009965053,35,33,28018.0,33,35,40.3825371,-3.6478447,33,31,48.38783783783784,2.075675675675676,74.42,0,23,0,0.0
1,27,35,16,2,2,1,6,3,-3.647846946797895,40.38267009965053,35,33,28018.0,33,35,40.3825371,-3.6478447,33,31,48.38783783783784,2.075675675675676,74.42,0,23,0,
1,27,35,16,2,2,1,6,1,-3.647846946797895,40.38267009965053,35,33,28018.0,33,35,40.3825371,-3.6478447,33,31,48.38783783783784,2.075675675675676,74.42,0,23,0,0.0
2,28,36,29,1,8,1,2,2,-3.696271892380045,40.37580598654826,36,34,28041.0,34,36,40.3766795,-3.6988633,14,32,35.88103448275862,2.034482758620689,66.79,0,0,0,0.0
2,28,36,29,1,2,1,7,2,-3.696271892380045,40.37580598654826,36,34,28041.0,34,36,40.3766795,-3.6988633,14,32,35.88103448275862,2.034482758620689,66.79,0,0,0,0.0
2,2,37,30,3,9,1,10,2,-3.6913296332090657,40.3529559957833,37,35,28041.0,35,37,40.3531519,-3.6912537,14,2,15.656521739130437,1.6782608695652177,0.0,0,1,0,0.0
2,2,37,30,3,2,1,6,3,-3.6913296332090657,40.3529559957833,37,35,28041.0,35,37,40.3531519,-3.6912537,14,2,15.656521739130437,1.6782608695652177,0.0,0,1,0,0.0
2,2,37,30,3,2,1,6,3,-3.6913296332090657,40.3529559957833,37,35,28041.0,35,37,40.3531519,-3.6912537,14,2,15.656521739130437,1.6782608695652177,0.0,0,1,0,0.0
2,7,38,31,11,2,1,6,3,-3.741546460130298,40.40883682086609,38,14,28011.0,14,14,40.4088537,-3.7415985,14,8,21.914634146341463,1.126530612244898,61.09,0,5,0,
2,29,39,24,2,4,1,9,1,-3.714113620056785,40.43033572381419,39,36,28015.0,36,38,40.43036,-3.7141112,34,33,66.34437086092716,4.503401360544218,63.71,0,7,0,
2,29,39,24,2,3,1,9,2,-3.714113620056785,40.43033572381419,39,36,28015.0,36,38,40.43036,-3.7141112,34,33,66.34437086092716,4.503401360544218,63.71,0,7,0,0.0
2,14,40,32,2,10,1,1,2,-3.6726048168732497,40.42465890844537,40,37,28009.0,37,39,40.4248594,-3.672683,35,15,126.50367647058825,3.980392156862745,81.29,0,7,0,0.0
2,14,40,32,2,2,1,1,1,-3.6726048168732497,40.42465890844537,40,37,28009.0,37,39,40.4248594,-3.672683,35,15,126.50367647058825,3.980392156862745,81.29,0,7,0,
2,30,41,33,1,2,1,6,3,-3.664329665796082,40.40735287286249,41,38,28007.0,38,40,40.4065128,-3.6646671,36,34,124.1554054054054,3.333333333333333,74.0,1,7,0,0.0
2,30,41,33,1,11,1,1,2,-3.664329665796082,40.40735287286249,41,38,28007.0,38,40,40.4065128,-3.6646671,36,34,124.1554054054054,3.333333333333333,74.0,1,7,0,0.0
1,31,42,34,7,2,1,10,2,-3.643439327923459,40.43344860565823,42,39,28017.0,39,41,40.4334294,-3.6434301,37,35,74.01938502673796,3.048128342245989,81.64,0,12,0,0.0
1,31,42,34,7,2,1,6,3,-3.643439327923459,40.43344860565823,42,39,28017.0,39,41,40.4334294,-3.6434301,37,35,74.01938502673796,3.048128342245989,81.64,0,12,0,0.0
2,32,43,35,7,2,1,7,2,-3.6962787811361193,40.42921865675784,43,40,28071.0,40,42,40.4293825,-3.6968824,38,36,114.58022388059702,4.111940298507463,0.0,0,8,0,0.0
2,32,43,35,7,2,1,5,1,-3.6962787811361193,40.42921865675784,43,40,28071.0,40,42,40.4293825,-3.6968824,38,36,114.58022388059702,4.111940298507463,0.0,0,8,0,0.0
2,12,44,36,2,2,1,8,2,-3.714822972532104,40.401018723381405,44,41,28005.0,41,43,40.4012914,-3.7150846,39,37,103.49899193548389,4.489711934156379,68.27,0,9,0,
2,12,44,36,2,2,1,3,2,-3.714822972532104,40.401018723381405,44,41,28005.0,41,43,40.4012914,-3.7150846,39,37,103.49899193548389,4.489711934156379,68.27,0,9,0,
2,12,44,36,2,2,2,7,1,-3.714822972532104,40.401018723381405,44,41,28005.0,41,43,40.4012914,-3.7150846,39,37,103.49899193548389,4.489711934156379,68.27,0,9,0,
2,33,45,37,2,2,1,9,2,-3.7401622045206326,40.388810031264576,45,42,28025.0,42,44,40.3885625,-3.74005,40,38,63.86060606060606,6.654434250764526,57.38,0,9,0,0.0
2,33,45,37,2,2,1,1,2,-3.7401622045206326,40.388810031264576,45,42,28025.0,42,44,40.3885625,-3.74005,40,38,63.86060606060606,6.654434250764526,57.38,0,9,0,
2,34,46,36,2,2,1,3,2,-3.637133937330845,40.4723425620617,46,43,28043.0,43,45,40.4723386,-3.6374963,41,39,64.325,3.782608695652174,76.1,0,10,0,0.0
2,34,46,36,2,2,1,12,2,-3.637133937330845,40.4723425620617,46,43,28043.0,43,45,40.4723386,-3.6374963,41,39,64.325,3.782608695652174,76.1,0,10,0,0.0
2,34,46,36,2,2,2,2,1,-3.637133937330845,40.4723425620617,46,43,28043.0,43,45,40.4723386,-3.6374963,41,39,64.325,3.782608695652174,76.1,0,10,0,
2,35,47,29,1,3,1,5,2,-3.708587475927962,40.41598763769849,47,44,28013.0,44,46,40.4161273,-3.7085499,42,40,115.46308724832215,10.96551724137931,63.71,0,11,0,
2,35,47,29,1,1,1,5,2,-3.708587475927962,40.41598763769849,47,44,28013.0,44,46,40.4161273,-3.7085499,42,40,115.46308724832215,10.96551724137931,63.71,0,11,0,0.0
2,36,48,38,2,4,1,1,2,-3.731513652978555,40.37619366056817,48,45,28025.0,45,47,40.3761617,-3.7314812,43,41,73.60506134969326,6.8885448916408665,57.19,0,11,0,0.0
2,36,48,38,2,12,1,15,2,-3.731513652978555,40.37619366056817,48,45,28025.0,45,47,40.3761617,-3.7314812,43,41,73.60506134969326,6.8885448916408665,57.19,0,11,0,0.0
2,36,48,38,2,2,1,3,2,-3.731513652978555,40.37619366056817,48,45,28025.0,45,47,40.3761617,-3.7314812,43,41,73.60506134969326,6.8885448916408665,57.19,0,11,0,0.0
2,36,48,38,2,2,1,6,3,-3.731513652978555,40.37619366056817,48,45,28025.0,45,47,40.3761617,-3.7314812,43,41,73.60506134969326,6.8885448916408665,57.19,0,11,0,0.0
2,37,49,39,7,4,1,9,2,-3.665050166701541,40.40913251719721,49,46,28007.0,46,48,40.4093743,-3.6654246,44,42,187.97857142857143,6.72463768115942,72.69,0,12,0,0.0
2,37,49,39,7,3,1,9,1,-3.665050166701541,40.40913251719721,49,46,28007.0,46,48,40.4093743,-3.6654246,44,42,187.97857142857143,6.72463768115942,72.69,0,12,0,0.0
2,35,50,9,2,2,1,2,2,-3.7254959426006,40.38075369407888,50,47,28025.0,47,49,40.380927,-3.7254661,43,43,73.46036585365853,6.843076923076923,57.43,0,11,0,0.0
